path,age,elderly
data\non_elderly\14_1_0_20170109204135732.jpg.chip.jpg,14,0
data\aligned_clean\72_1_0_20170110161254894.jpg.chip.jpg,72,1
data\non_elderly\40_1_1_20170113012951777.jpg.chip.jpg,40,0
data\non_elderly\3_0_2_20161219141852353.jpg.chip.jpg,3,0
data\aligned_clean\82_1_1_20170112224554283.jpg.chip.jpg,82,1
data\non_elderly\58_1_1_20170113012118016.jpg.chip.jpg,58,0
data\non_elderly\17_0_0_20170110232257182.jpg.chip.jpg,17,0
data\non_elderly\36_0_1_20170113135650138.jpg.chip.jpg,36,0
data\non_elderly\50_0_3_20170117190730009.jpg.chip.jpg,50,0
data\non_elderly\12_1_3_20170104223643593.jpg.chip.jpg,12,0
data\non_elderly\21_0_0_20170104230057120.jpg.chip.jpg,21,0
data\aligned_clean\63_1_1_20170110120101291.jpg.chip.jpg,63,1
data\non_elderly\15_1_4_20170103233348795.jpg.chip.jpg,15,0
data\aligned_clean\75_1_1_20170112211657821.jpg.chip.jpg,75,1
data\non_elderly\45_0_0_20170117185108392.jpg.chip.jpg,45,0
data\non_elderly\46_0_1_20170113135634688.jpg.chip.jpg,46,0
data\non_elderly\53_1_0_20170110154328866.jpg.chip.jpg,53,0
data\non_elderly\44_0_0_20170117140036990.jpg.chip.jpg,44,0
data\non_elderly\2_0_2_20161219162438366.jpg.chip.jpg,2,0
data\non_elderly\8_0_0_20170117175635580.jpg.chip.jpg,8,0
data\non_elderly\51_1_3_20170104232315523.jpg.chip.jpg,51,0
data\non_elderly\38_0_0_20170116214350647.jpg.chip.jpg,38,0
data\non_elderly\12_1_2_20170104012405785.jpg.chip.jpg,12,0
data\non_elderly\55_1_0_20170110160643391.jpg.chip.jpg,55,0
data\aligned_clean\80_0_0_20170111224036667.jpg.chip.jpg,80,1
data\aligned_clean\75_0_0_20170111205133334.jpg.chip.jpg,75,1
data\non_elderly\43_0_4_20170104205649403.jpg.chip.jpg,43,0
data\non_elderly\6_1_3_20161220220748274.jpg.chip.jpg,6,0
data\non_elderly\11_1_0_20170109204927071.jpg.chip.jpg,11,0
data\non_elderly\1_1_3_20161220143404575.jpg.chip.jpg,1,0
data\non_elderly\49_0_0_20170104185007076.jpg.chip.jpg,49,0
data\non_elderly\47_1_0_20170111182452927.jpg.chip.jpg,47,0
data\non_elderly\18_1_0_20170109212425897.jpg.chip.jpg,18,0
data\non_elderly\43_1_1_20170116003503143.jpg.chip.jpg,43,0
data\non_elderly\3_0_3_20161219230550256.jpg.chip.jpg,3,0
data\aligned_clean\92_1_0_20170110183055235.jpg.chip.jpg,92,1
data\non_elderly\31_1_1_20170116222848038.jpg.chip.jpg,31,0
data\aligned_clean\84_1_0_20170110140658706.jpg.chip.jpg,84,1
data\non_elderly\14_1_0_20170103200819591.jpg.chip.jpg,14,0
data\non_elderly\57_1_0_20170110131940730.jpg.chip.jpg,57,0
data\aligned_clean\63_1_0_20170110141842534.jpg.chip.jpg,63,1
data\non_elderly\38_1_1_20170113012719329.jpg.chip.jpg,38,0
data\non_elderly\8_1_2_20170116194013325.jpg.chip.jpg,8,0
data\non_elderly\40_0_2_20170116191940772.jpg.chip.jpg,40,0
data\non_elderly\34_0_4_20170117130526488.jpg.chip.jpg,34,0
data\non_elderly\40_0_0_20170117154522422.jpg.chip.jpg,40,0
data\aligned_clean\65_0_0_20170111171747629.jpg.chip.jpg,65,1
data\aligned_clean\68_1_0_20170110141522160.jpg.chip.jpg,68,1
data\aligned_clean\68_1_0_20170110175703443.jpg.chip.jpg,68,1
data\non_elderly\57_1_0_20170104205902805.jpg.chip.jpg,57,0
data\non_elderly\9_0_0_20170110220130810.jpg.chip.jpg,9,0
data\aligned_clean\70_1_0_20170120223657854.jpg.chip.jpg,70,1
data\non_elderly\39_1_0_20170104201025387.jpg.chip.jpg,39,0
data\aligned_clean\80_0_0_20170111211335909.jpg.chip.jpg,80,1
data\aligned_clean\65_1_0_20170110140444495.jpg.chip.jpg,65,1
data\non_elderly\33_1_0_20170105163852244.jpg.chip.jpg,33,0
data\non_elderly\6_0_3_20161220222811027.jpg.chip.jpg,6,0
data\non_elderly\52_1_1_20170113011248822.jpg.chip.jpg,52,0
data\aligned_clean\85_0_0_20170111210457043.jpg.chip.jpg,85,1
data\aligned_clean\89_0_3_20170105180305886.jpg.chip.jpg,89,1
data\aligned_clean\92_1_2_20170110175823500.jpg.chip.jpg,92,1
data\aligned_clean\71_0_1_20170111222525552.jpg.chip.jpg,71,1
data\aligned_clean\60_0_3_20170119203925892.jpg.chip.jpg,60,1
data\non_elderly\1_0_2_20161220144957407.jpg.chip.jpg,1,0
data\non_elderly\57_0_0_20170117172537601.jpg.chip.jpg,57,0
data\aligned_clean\88_1_2_20170110182404089.jpg.chip.jpg,88,1
data\non_elderly\49_1_0_20170104210205882.jpg.chip.jpg,49,0
data\non_elderly\18_1_0_20170109213919463.jpg.chip.jpg,18,0
data\non_elderly\37_1_1_20170116021749594.jpg.chip.jpg,37,0
data\aligned_clean\82_0_0_20170111210217828.jpg.chip.jpg,82,1
data\aligned_clean\60_0_3_20170119205739654.jpg.chip.jpg,60,1
data\aligned_clean\85_0_2_20170112224655914.jpg.chip.jpg,85,1
data\non_elderly\52_0_3_20170119205712208.jpg.chip.jpg,52,0
data\aligned_clean\78_0_0_20170111210848588.jpg.chip.jpg,78,1
data\non_elderly\40_0_0_20170117202859896.jpg.chip.jpg,40,0
data\non_elderly\55_1_0_20170117200221382.jpg.chip.jpg,55,0
data\aligned_clean\86_1_0_20170110180108013.jpg.chip.jpg,86,1
data\non_elderly\28_0_1_20170113141527026.jpg.chip.jpg,28,0
data\aligned_clean\85_1_0_20170110183129402.jpg.chip.jpg,85,1
data\aligned_clean\62_0_0_20170111171747588.jpg.chip.jpg,62,1
data\non_elderly\39_1_0_20170109141437262.jpg.chip.jpg,39,0
data\aligned_clean\85_0_0_20170110181953748.jpg.chip.jpg,85,1
data\non_elderly\46_0_0_20170104205743292.jpg.chip.jpg,46,0
data\non_elderly\51_1_0_20170104205943165.jpg.chip.jpg,51,0
data\non_elderly\18_0_0_20170110232121048.jpg.chip.jpg,18,0
data\non_elderly\30_1_0_20170104192455647.jpg.chip.jpg,30,0
data\non_elderly\16_0_4_20170104011805376.jpg.chip.jpg,16,0
data\non_elderly\25_0_4_20170117195058860.jpg.chip.jpg,25,0
data\aligned_clean\60_1_0_20170110152933482.jpg.chip.jpg,60,1
data\non_elderly\6_0_4_20161221202547897.jpg.chip.jpg,6,0
data\non_elderly\59_0_0_20170111171747514.jpg.chip.jpg,59,0
data\aligned_clean\66_1_0_20170110141430168.jpg.chip.jpg,66,1
data\aligned_clean\62_0_0_20170120224648431.jpg.chip.jpg,62,1
data\non_elderly\47_0_3_20170119201921580.jpg.chip.jpg,47,0
data\non_elderly\50_1_0_20170116223837168.jpg.chip.jpg,50,0
data\aligned_clean\90_0_0_20170111210753614.jpg.chip.jpg,90,1
data\non_elderly\48_1_3_20170119212118705.jpg.chip.jpg,48,0
data\non_elderly\10_1_0_20170109204422889.jpg.chip.jpg,10,0
data\aligned_clean\75_0_3_20170112224225939.jpg.chip.jpg,75,1
data\aligned_clean\75_1_0_20170110181540242.jpg.chip.jpg,75,1
data\non_elderly\11_0_0_20170110224408700.jpg.chip.jpg,11,0
data\non_elderly\36_1_1_20170117165628076.jpg.chip.jpg,36,0
data\non_elderly\50_0_4_20170117204204793.jpg.chip.jpg,50,0
data\non_elderly\44_0_3_20170119171650408.jpg.chip.jpg,44,0
data\aligned_clean\85_1_2_20170110183010789.jpg.chip.jpg,85,1
data\aligned_clean\65_0_0_20170111201953344.jpg.chip.jpg,65,1
data\non_elderly\54_0_3_20170119210208992.jpg.chip.jpg,54,0
data\non_elderly\52_0_0_20170104212241724.jpg.chip.jpg,52,0
data\non_elderly\46_1_0_20170110151342799.jpg.chip.jpg,46,0
data\non_elderly\38_0_0_20170117131159850.jpg.chip.jpg,38,0
data\non_elderly\40_0_0_20170117152327651.jpg.chip.jpg,40,0
data\non_elderly\59_0_0_20170117195223638.jpg.chip.jpg,59,0
data\non_elderly\31_1_1_20170113012714175.jpg.chip.jpg,31,0
data\non_elderly\25_1_3_20170104234944475.jpg.chip.jpg,25,0
data\non_elderly\21_0_2_20170116170638620.jpg.chip.jpg,21,0
data\non_elderly\55_0_0_20170120221856526.jpg.chip.jpg,55,0
data\non_elderly\32_1_0_20170117134819735.jpg.chip.jpg,32,0
data\non_elderly\11_1_0_20170109205441860.jpg.chip.jpg,11,0
data\non_elderly\53_1_0_20170117191014323.jpg.chip.jpg,53,0
data\non_elderly\9_0_0_20170110220016235.jpg.chip.jpg,9,0
data\non_elderly\6_1_0_20170109201806817.jpg.chip.jpg,6,0
data\aligned_clean\62_1_0_20170110180546671.jpg.chip.jpg,62,1
data\non_elderly\18_1_0_20170109214241069.jpg.chip.jpg,18,0
data\non_elderly\16_0_1_20170113155247627.jpg.chip.jpg,16,0
data\aligned_clean\65_1_1_20170117184041200.jpg.chip.jpg,65,1
data\non_elderly\41_0_1_20170116214623616.jpg.chip.jpg,41,0
data\aligned_clean\62_0_1_20170111203832046.jpg.chip.jpg,62,1
data\non_elderly\9_1_4_20170103200637399.jpg.chip.jpg,9,0
data\non_elderly\49_0_0_20170116192750301.jpg.chip.jpg,49,0
data\non_elderly\47_0_3_20170119205128991.jpg.chip.jpg,47,0
data\non_elderly\30_0_2_20170117134906136.jpg.chip.jpg,30,0
data\non_elderly\45_1_0_20170117135009283.jpg.chip.jpg,45,0
data\non_elderly\37_1_0_20170117184728225.jpg.chip.jpg,37,0
data\aligned_clean\77_0_0_20170111222408207.jpg.chip.jpg,77,1
data\non_elderly\25_0_3_20170117141539041.jpg.chip.jpg,25,0
data\non_elderly\7_1_0_20170109204556280.jpg.chip.jpg,7,0
data\aligned_clean\82_0_0_20170111205943203.jpg.chip.jpg,82,1
data\non_elderly\38_1_1_20170112231328158.jpg.chip.jpg,38,0
data\aligned_clean\89_1_2_20170110182930160.jpg.chip.jpg,89,1
data\aligned_clean\62_1_0_20170110160643766.jpg.chip.jpg,62,1
data\aligned_clean\85_1_0_20170110183621661.jpg.chip.jpg,85,1
data\aligned_clean\66_1_0_20170110123144558.jpg.chip.jpg,66,1
data\aligned_clean\100_1_0_20170112213303693.jpg.chip.jpg,100,1
data\non_elderly\52_0_0_20170104212329500.jpg.chip.jpg,52,0
data\aligned_clean\96_1_1_20170117183936388.jpg.chip.jpg,96,1
data\non_elderly\59_1_0_20170110131916835.jpg.chip.jpg,59,0
data\non_elderly\54_0_3_20170119210122240.jpg.chip.jpg,54,0
data\aligned_clean\75_0_1_20170111221706652.jpg.chip.jpg,75,1
data\non_elderly\12_0_3_20170104225715968.jpg.chip.jpg,12,0
data\non_elderly\42_0_0_20170104181513925.jpg.chip.jpg,42,0
data\non_elderly\51_0_3_20170119205629231.jpg.chip.jpg,51,0
data\non_elderly\17_1_0_20170104012433529.jpg.chip.jpg,17,0
data\non_elderly\57_0_0_20170104183717886.jpg.chip.jpg,57,0
data\non_elderly\58_0_3_20170119211558385.jpg.chip.jpg,58,0
data\aligned_clean\81_0_0_20170111201206317.jpg.chip.jpg,81,1
data\non_elderly\32_0_3_20170119154229786.jpg.chip.jpg,32,0
data\non_elderly\28_1_0_20170117180708809.jpg.chip.jpg,28,0
data\aligned_clean\76_0_0_20170111210148707.jpg.chip.jpg,76,1
data\non_elderly\16_1_4_20170103201700919.jpg.chip.jpg,16,0
data\non_elderly\1_0_3_20161220142918568.jpg.chip.jpg,1,0
data\aligned_clean\70_0_0_20170120225631818.jpg.chip.jpg,70,1
data\aligned_clean\66_0_0_20170111210358051.jpg.chip.jpg,66,1
data\aligned_clean\64_0_1_20170117182413598.jpg.chip.jpg,64,1
data\non_elderly\9_1_0_20170117180006484.jpg.chip.jpg,9,0
data\non_elderly\2_0_2_20161219190009084.jpg.chip.jpg,2,0
data\non_elderly\49_0_4_20170117190551451.jpg.chip.jpg,49,0
data\aligned_clean\62_0_1_20170113184846159.jpg.chip.jpg,62,1
data\aligned_clean\80_1_0_20170110141723527.jpg.chip.jpg,80,1
data\aligned_clean\86_0_0_20170111222700442.jpg.chip.jpg,86,1
data\aligned_clean\83_1_0_20170120230456826.jpg.chip.jpg,83,1
data\non_elderly\33_0_0_20170116224733537.jpg.chip.jpg,33,0
data\aligned_clean\77_1_0_20170110160644117.jpg.chip.jpg,77,1
data\non_elderly\57_0_0_20170117191706202.jpg.chip.jpg,57,0
data\aligned_clean\65_0_0_20170111203752191.jpg.chip.jpg,65,1
data\non_elderly\23_0_1_20170114033534348.jpg.chip.jpg,23,0
data\aligned_clean\62_0_0_20170111200849717.jpg.chip.jpg,62,1
data\non_elderly\51_1_1_20170113010949270.jpg.chip.jpg,51,0
data\non_elderly\11_1_0_20170110224810583.jpg.chip.jpg,11,0
data\non_elderly\9_0_0_20170110220149298.jpg.chip.jpg,9,0
data\non_elderly\56_0_1_20170113185207203.jpg.chip.jpg,56,0
data\non_elderly\32_1_2_20170116162312021.jpg.chip.jpg,32,0
data\non_elderly\5_1_0_20170109191942666.jpg.chip.jpg,5,0
data\non_elderly\25_0_0_20170117135538311.jpg.chip.jpg,25,0
data\aligned_clean\69_1_0_20170110141155497.jpg.chip.jpg,69,1
data\non_elderly\45_1_3_20170119162710051.jpg.chip.jpg,45,0
data\non_elderly\42_1_2_20170104204657182.jpg.chip.jpg,42,0
data\non_elderly\10_1_2_20170103201007646.jpg.chip.jpg,10,0
data\non_elderly\47_0_0_20170105173114291.jpg.chip.jpg,47,0
data\non_elderly\11_0_0_20170110225435539.jpg.chip.jpg,11,0
data\aligned_clean\110_1_0_20170120134701015.jpg.chip.jpg,110,1
data\non_elderly\41_0_3_20170104201116162.jpg.chip.jpg,41,0
data\non_elderly\36_0_0_20170117135459790.jpg.chip.jpg,36,0
data\aligned_clean\65_0_0_20170120224023991.jpg.chip.jpg,65,1
data\aligned_clean\85_1_0_20170111205811953.jpg.chip.jpg,85,1
data\non_elderly\17_0_4_20170103212532692.jpg.chip.jpg,17,0
data\non_elderly\48_0_1_20170113183822367.jpg.chip.jpg,48,0
data\non_elderly\28_0_1_20170113141507985.jpg.chip.jpg,28,0
data\aligned_clean\78_1_0_20170120230525666.jpg.chip.jpg,78,1
data\non_elderly\42_1_0_20170109140758891.jpg.chip.jpg,42,0
data\non_elderly\35_1_1_20170112215312367.jpg.chip.jpg,35,0
data\aligned_clean\89_1_0_20170110182452888.jpg.chip.jpg,89,1
data\aligned_clean\82_0_0_20170111210717906.jpg.chip.jpg,82,1
data\aligned_clean\65_1_0_20170110160643954.jpg.chip.jpg,65,1
data\non_elderly\24_0_4_20170117194540395.jpg.chip.jpg,24,0
data\non_elderly\55_0_3_20170119201213412.jpg.chip.jpg,55,0
data\non_elderly\48_1_1_20170113012552201.jpg.chip.jpg,48,0
data\aligned_clean\90_0_0_20170111222149759.jpg.chip.jpg,90,1
data\non_elderly\50_0_4_20170117204155370.jpg.chip.jpg,50,0
data\aligned_clean\96_1_0_20170110172637082.jpg.chip.jpg,96,1
data\non_elderly\18_1_0_20170117140343665.jpg.chip.jpg,18,0
data\non_elderly\56_0_0_20170117164133805.jpg.chip.jpg,56,0
data\non_elderly\2_0_2_20161219142704833.jpg.chip.jpg,2,0
data\aligned_clean\78_1_0_20170120230523930.jpg.chip.jpg,78,1
data\non_elderly\57_1_0_20170110120843929.jpg.chip.jpg,57,0
data\non_elderly\20_1_3_20170104222029447.jpg.chip.jpg,20,0
data\non_elderly\55_0_0_20170117185713024.jpg.chip.jpg,55,0
data\non_elderly\6_1_0_20170119155357730.jpg.chip.jpg,6,0
data\aligned_clean\80_0_1_20170111181750520.jpg.chip.jpg,80,1
data\aligned_clean\90_0_3_20170111210252274.jpg.chip.jpg,90,1
data\non_elderly\54_0_3_20170119202510190.jpg.chip.jpg,54,0
data\non_elderly\41_1_1_20170116160535875.jpg.chip.jpg,41,0
data\non_elderly\11_1_4_20161223225953124.jpg.chip.jpg,11,0
data\aligned_clean\63_1_0_20170110122257987.jpg.chip.jpg,63,1
data\non_elderly\34_1_3_20170119200853821.jpg.chip.jpg,34,0
data\non_elderly\41_0_0_20170117185454480.jpg.chip.jpg,41,0
data\non_elderly\21_0_0_20170114032114256.jpg.chip.jpg,21,0
data\aligned_clean\88_1_0_20170120134913783.jpg.chip.jpg,88,1
data\non_elderly\42_1_0_20170103182957410.jpg.chip.jpg,42,0
data\non_elderly\18_0_0_20170103201308008.jpg.chip.jpg,18,0
data\non_elderly\36_0_0_20170116225145916.jpg.chip.jpg,36,0
data\non_elderly\18_1_0_20170109214455239.jpg.chip.jpg,18,0
data\non_elderly\21_1_1_20170112193102422.jpg.chip.jpg,21,0
data\non_elderly\53_0_0_20170104184207950.jpg.chip.jpg,53,0
data\aligned_clean\73_0_0_20170117195327991.jpg.chip.jpg,73,1
data\non_elderly\23_1_3_20170104231839354.jpg.chip.jpg,23,0
data\aligned_clean\61_1_2_20170117123801917.jpg.chip.jpg,61,1
data\non_elderly\59_0_1_20170113152816239.jpg.chip.jpg,59,0
data\non_elderly\1_1_2_20161219155356357.jpg.chip.jpg,1,0
data\non_elderly\17_0_1_20170113132545264.jpg.chip.jpg,17,0
data\non_elderly\52_1_0_20170110141236056.jpg.chip.jpg,52,0
data\aligned_clean\76_1_3_20170109150736001.jpg.chip.jpg,76,1
data\aligned_clean\60_1_0_20170109221030205.jpg.chip.jpg,60,1
data\non_elderly\43_0_0_20170117155054004.jpg.chip.jpg,43,0
data\aligned_clean\85_1_0_20170110181630306.jpg.chip.jpg,85,1
data\non_elderly\51_0_0_20170120222858570.jpg.chip.jpg,51,0
data\non_elderly\1_1_3_20161219225945416.jpg.chip.jpg,1,0
data\aligned_clean\85_0_0_20170111210408610.jpg.chip.jpg,85,1
data\aligned_clean\85_1_0_20170110183614616.jpg.chip.jpg,85,1
data\non_elderly\12_0_4_20170103200908168.jpg.chip.jpg,12,0
data\aligned_clean\62_1_0_20170110183746742.jpg.chip.jpg,62,1
data\aligned_clean\90_1_0_20170110182536477.jpg.chip.jpg,90,1
data\aligned_clean\80_0_0_20170111222138149.jpg.chip.jpg,80,1
data\aligned_clean\75_1_2_20170110182818569.jpg.chip.jpg,75,1
data\aligned_clean\95_1_0_20170120230149594.jpg.chip.jpg,95,1
data\non_elderly\22_0_0_20170117193856707.jpg.chip.jpg,22,0
data\aligned_clean\67_0_3_20170116193543456.jpg.chip.jpg,67,1
data\non_elderly\35_0_1_20170117170546969.jpg.chip.jpg,35,0
data\aligned_clean\85_1_2_20170110182342530.jpg.chip.jpg,85,1
data\aligned_clean\71_0_0_20170104213311644.jpg.chip.jpg,71,1
data\non_elderly\15_1_0_20170109214302271.jpg.chip.jpg,15,0
data\aligned_clean\96_1_0_20170110173805290.jpg.chip.jpg,96,1
data\non_elderly\27_1_2_20170116171205598.jpg.chip.jpg,27,0
data\non_elderly\39_0_0_20170104201949978.jpg.chip.jpg,39,0
data\non_elderly\55_0_3_20170119201009922.jpg.chip.jpg,55,0
data\aligned_clean\73_1_0_20170110160644079.jpg.chip.jpg,73,1
data\non_elderly\4_0_0_20170110213317110.jpg.chip.jpg,4,0
data\aligned_clean\73_0_1_20170117195315175.jpg.chip.jpg,73,1
data\non_elderly\9_0_0_20170110225608402.jpg.chip.jpg,9,0
data\non_elderly\46_1_1_20170117155904640.jpg.chip.jpg,46,0
data\non_elderly\45_0_1_20170113173605450.jpg.chip.jpg,45,0
data\non_elderly\54_0_0_20170117191339385.jpg.chip.jpg,54,0
data\aligned_clean\85_1_0_20170110184107806.jpg.chip.jpg,85,1
data\aligned_clean\85_1_0_20170110183616456.jpg.chip.jpg,85,1
data\aligned_clean\60_1_0_20170110141809495.jpg.chip.jpg,60,1
data\aligned_clean\85_1_0_20170110183802977.jpg.chip.jpg,85,1
data\non_elderly\43_1_2_20170116162034067.jpg.chip.jpg,43,0
data\non_elderly\21_0_1_20170120133601830.jpg.chip.jpg,21,0
data\non_elderly\41_1_0_20170117133203334.jpg.chip.jpg,41,0
data\non_elderly\1_1_3_20161220144637487.jpg.chip.jpg,1,0
data\non_elderly\46_1_0_20170104171626722.jpg.chip.jpg,46,0
data\non_elderly\13_1_0_20170109204923296.jpg.chip.jpg,13,0
data\non_elderly\13_1_0_20170109204055232.jpg.chip.jpg,13,0
data\aligned_clean\60_1_0_20170110122932443.jpg.chip.jpg,60,1
data\non_elderly\48_0_0_20170119205302120.jpg.chip.jpg,48,0
data\non_elderly\32_0_0_20170117134719383.jpg.chip.jpg,32,0
data\aligned_clean\72_1_0_20170110183029618.jpg.chip.jpg,72,1
data\aligned_clean\75_1_0_20170110122303534.jpg.chip.jpg,75,1
data\aligned_clean\63_1_0_20170110143421537.jpg.chip.jpg,63,1
data\non_elderly\47_1_3_20170104235830612.jpg.chip.jpg,47,0
data\aligned_clean\89_0_1_20170117194330360.jpg.chip.jpg,89,1
data\non_elderly\40_0_1_20170113161517669.jpg.chip.jpg,40,0
data\non_elderly\28_0_1_20170117165019887.jpg.chip.jpg,28,0
data\non_elderly\20_0_0_20170117151603012.jpg.chip.jpg,20,0
data\non_elderly\22_0_0_20170116220518146.jpg.chip.jpg,22,0
data\non_elderly\13_0_4_20170103201708406.jpg.chip.jpg,13,0
data\aligned_clean\85_1_0_20170110183513907.jpg.chip.jpg,85,1
data\non_elderly\44_0_0_20170104210247572.jpg.chip.jpg,44,0
data\non_elderly\40_0_0_20170117154507105.jpg.chip.jpg,40,0
data\non_elderly\48_1_0_20170119205430280.jpg.chip.jpg,48,0
data\non_elderly\44_0_0_20170105172858549.jpg.chip.jpg,44,0
data\non_elderly\31_1_0_20170103183812243.jpg.chip.jpg,31,0
data\aligned_clean\75_0_1_20170111210049339.jpg.chip.jpg,75,1
data\non_elderly\24_1_4_20170117150618462.jpg.chip.jpg,24,0
data\non_elderly\50_0_2_20170117000150652.jpg.chip.jpg,50,0
data\non_elderly\44_0_0_20170104201051081.jpg.chip.jpg,44,0
data\non_elderly\56_0_1_20170117165152523.jpg.chip.jpg,56,0
data\aligned_clean\70_0_0_20170111201407590.jpg.chip.jpg,70,1
data\non_elderly\10_1_0_20170109204148144.jpg.chip.jpg,10,0
data\non_elderly\51_0_0_20170116201815152.jpg.chip.jpg,51,0
data\non_elderly\2_1_0_20161219192513827.jpg.chip.jpg,2,0
data\aligned_clean\85_1_0_20170110183721942.jpg.chip.jpg,85,1
data\non_elderly\28_0_0_20170120220120096.jpg.chip.jpg,28,0
data\non_elderly\32_0_0_20170117120910383.jpg.chip.jpg,32,0
data\non_elderly\17_1_3_20170104221822223.jpg.chip.jpg,17,0
data\non_elderly\16_1_0_20170116214318225.jpg.chip.jpg,16,0
data\non_elderly\47_0_3_20170119205212904.jpg.chip.jpg,47,0
data\aligned_clean\100_0_0_20170112213500903.jpg.chip.jpg,100,1
data\aligned_clean\80_1_3_20170109151103678.jpg.chip.jpg,80,1
data\non_elderly\21_0_3_20170119154249810.jpg.chip.jpg,21,0
data\non_elderly\41_0_4_20170117022116049.jpg.chip.jpg,41,0
data\non_elderly\40_1_1_20170116235434882.jpg.chip.jpg,40,0
data\non_elderly\27_0_4_20170104194349352.jpg.chip.jpg,27,0
data\non_elderly\24_0_3_20170119164606886.jpg.chip.jpg,24,0
data\aligned_clean\62_0_1_20170113190628890.jpg.chip.jpg,62,1
data\aligned_clean\77_0_2_20170112224733518.jpg.chip.jpg,77,1
data\non_elderly\40_0_0_20170105172450332.jpg.chip.jpg,40,0
data\non_elderly\45_0_0_20170120220558289.jpg.chip.jpg,45,0
data\non_elderly\5_0_3_20161220220614792.jpg.chip.jpg,5,0
data\non_elderly\59_0_0_20170111205304095.jpg.chip.jpg,59,0
data\aligned_clean\60_1_0_20170110154613614.jpg.chip.jpg,60,1
data\non_elderly\43_1_0_20170119155553251.jpg.chip.jpg,43,0
data\aligned_clean\85_1_0_20170120230116817.jpg.chip.jpg,85,1
data\aligned_clean\86_1_2_20170112224133563.jpg.chip.jpg,86,1
data\non_elderly\44_1_3_20170119192838387.jpg.chip.jpg,44,0
data\aligned_clean\63_1_0_20170110160643845.jpg.chip.jpg,63,1
data\non_elderly\46_1_0_20170104184041597.jpg.chip.jpg,46,0
data\aligned_clean\68_0_0_20170111205927835.jpg.chip.jpg,68,1
data\non_elderly\56_0_0_20170104184930061.jpg.chip.jpg,56,0
data\non_elderly\10_1_3_20170112211048149.jpg.chip.jpg,10,0
data\non_elderly\42_0_3_20170105175336870.jpg.chip.jpg,42,0
data\non_elderly\54_0_0_20170104212537133.jpg.chip.jpg,54,0
data\non_elderly\7_1_0_20170109200858883.jpg.chip.jpg,7,0
data\non_elderly\57_0_0_20170120223918152.jpg.chip.jpg,57,0
data\aligned_clean\68_0_1_20170111194909799.jpg.chip.jpg,68,1
data\aligned_clean\60_0_0_20170112224151627.jpg.chip.jpg,60,1
data\aligned_clean\77_1_0_20170110140346806.jpg.chip.jpg,77,1
data\aligned_clean\85_0_0_20170111211348840.jpg.chip.jpg,85,1
data\non_elderly\17_0_0_20170104003852806.jpg.chip.jpg,17,0
data\aligned_clean\73_1_0_20170110154151795.jpg.chip.jpg,73,1
data\non_elderly\53_0_0_20170111202320442.jpg.chip.jpg,53,0
data\aligned_clean\72_1_0_20170110120829664.jpg.chip.jpg,72,1
data\non_elderly\57_1_3_20170104234847956.jpg.chip.jpg,57,0
data\aligned_clean\68_0_0_20170113185525480.jpg.chip.jpg,68,1
data\non_elderly\44_0_3_20170104204837339.jpg.chip.jpg,44,0
data\aligned_clean\72_1_0_20170110153242401.jpg.chip.jpg,72,1
data\non_elderly\42_0_1_20170113141709537.jpg.chip.jpg,42,0
data\non_elderly\25_1_3_20170117152134924.jpg.chip.jpg,25,0
data\non_elderly\39_0_3_20170119183908421.jpg.chip.jpg,39,0
data\non_elderly\25_0_3_20170104230227202.jpg.chip.jpg,25,0
data\aligned_clean\110_0_2_20170112223734562.jpg.chip.jpg,110,1
data\aligned_clean\70_0_0_20170111200011745.jpg.chip.jpg,70,1
data\aligned_clean\60_1_0_20170110124140071.jpg.chip.jpg,60,1
data\non_elderly\55_1_3_20170119171332121.jpg.chip.jpg,55,0
data\non_elderly\2_1_4_20170103210335629.jpg.chip.jpg,2,0
data\aligned_clean\78_0_0_20170111210105923.jpg.chip.jpg,78,1
data\aligned_clean\65_0_0_20170111195430569.jpg.chip.jpg,65,1
data\non_elderly\57_0_0_20170111201356375.jpg.chip.jpg,57,0
data\non_elderly\35_0_2_20170116191142333.jpg.chip.jpg,35,0
data\non_elderly\45_0_3_20170119201255635.jpg.chip.jpg,45,0
data\aligned_clean\85_1_0_20170110183700308.jpg.chip.jpg,85,1
data\aligned_clean\70_0_0_20170111205843899.jpg.chip.jpg,70,1
data\non_elderly\35_0_0_20170116223921881.jpg.chip.jpg,35,0
data\non_elderly\26_0_1_20170116201931711.jpg.chip.jpg,26,0
data\aligned_clean\69_1_0_20170110132156065.jpg.chip.jpg,69,1
data\non_elderly\3_1_0_20170109193351934.jpg.chip.jpg,3,0
data\non_elderly\52_1_0_20170104210704511.jpg.chip.jpg,52,0
data\non_elderly\45_0_3_20170119202703548.jpg.chip.jpg,45,0
data\non_elderly\50_0_2_20170109012311747.jpg.chip.jpg,50,0
data\non_elderly\34_0_3_20170119171609737.jpg.chip.jpg,34,0
data\non_elderly\5_0_0_20170110212804775.jpg.chip.jpg,5,0
data\aligned_clean\60_1_0_20170113210605392.jpg.chip.jpg,60,1
data\non_elderly\37_0_0_20170119202220220.jpg.chip.jpg,37,0
data\aligned_clean\76_0_0_20170111201944904.jpg.chip.jpg,76,1
data\non_elderly\19_0_4_20170102233259362.jpg.chip.jpg,19,0
